Defaulting to user installation because normal site-packages is not writeable
Requirement already satisfied: pyDOE in /home/selfetni/.local/lib/python3.10/site-packages (0.3.8)
Requirement already satisfied: numpy in /home/selfetni/.local/lib/python3.10/site-packages (from pyDOE) (1.24.1)
Requirement already satisfied: scipy in /home/selfetni/.local/lib/python3.10/site-packages (from pyDOE) (1.10.1)
2023-08-27 05:35:25.960580: I tensorflow/tsl/cuda/cudart_stub.cc:28] Could not find cuda drivers on your machine, GPU will not be used.
2023-08-27 05:35:25.982709: I tensorflow/tsl/cuda/cudart_stub.cc:28] Could not find cuda drivers on your machine, GPU will not be used.
2023-08-27 05:35:25.982994: I tensorflow/core/platform/cpu_feature_guard.cc:182] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2023-08-27 05:35:26.402701: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
2023-08-27 05:37:36.554900: E tensorflow/compiler/xla/stream_executor/cuda/cuda_driver.cc:268] failed call to cuInit: CUDA_ERROR_COMPAT_NOT_SUPPORTED_ON_DEVICE: forward compatibility was attempted on non supported HW
2023-08-27 05:37:36.554945: I tensorflow/compiler/xla/stream_executor/cuda/cuda_diagnostics.cc:168] retrieving CUDA diagnostic information for host: WS8692.zit.bam.de
2023-08-27 05:37:36.554954: I tensorflow/compiler/xla/stream_executor/cuda/cuda_diagnostics.cc:175] hostname: WS8692.zit.bam.de
2023-08-27 05:37:36.555072: I tensorflow/compiler/xla/stream_executor/cuda/cuda_diagnostics.cc:199] libcuda reported version is: 525.125.6
2023-08-27 05:37:36.555091: I tensorflow/compiler/xla/stream_executor/cuda/cuda_diagnostics.cc:203] kernel reported version is: 515.105.1
2023-08-27 05:37:36.555097: E tensorflow/compiler/xla/stream_executor/cuda/cuda_diagnostics.cc:312] kernel version 515.105.1 does not match DSO version 525.125.6 -- cannot find working devices in this configuration
X_f_train: (250000000, 4), X_ini_all: (40804, 4), X_lb_train: (100000, 3), X_ub_train: (100000, 3), X_ltb_train: (100000, 3), X_rtb_train: (100000, 3), phi_ini_all: (40804, 1)

 ! Initilization of all workers pinns 


 -------------------------------------------------------------
  -----  Epoch: 0 <==> N_batches: 100, pinns: 100    -------
  ----- time domain:  t_min: 0.00000, t_max: 0.00100
--------------------------------------------------------------


==> Epoch: 0, Mean_loss of pinns: 7.757e-02, loss_BC: 0.000e+00, loss_IC: 7.757e-02, loss_f: 0.000e+00
 => minimum loss: 5.597e-02, corresponding pinn/batch index: 22
 => maximum loss: 1.021e-01, corresponding pinn/batch  index: 92

==> Epoch: 10, Mean_loss of pinns: 7.555e-02, loss_BC: 0.000e+00, loss_IC: 7.555e-02, loss_f: 0.000e+00
 => minimum loss: 5.540e-02, corresponding pinn/batch index: 45
 => maximum loss: 9.859e-02, corresponding pinn/batch  index: 92
 => In : Number of pinns to train: 32
 => Out : Number of pinns above Threshold: 32
pinns above Threshold: 2, 7, 12, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 45, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 82, 87, 92, 97

==> Epoch: 20, Mean_loss of pinns: 7.367e-02, loss_BC: 0.000e+00, loss_IC: 7.367e-02, loss_f: 0.000e+00
 => minimum loss: 5.430e-02, corresponding pinn/batch index: 45
 => maximum loss: 9.527e-02, corresponding pinn/batch  index: 92
 => In : Number of pinns to train: 32
 => Out : Number of pinns above Threshold: 32
pinns above Threshold: 2, 7, 12, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 45, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 82, 87, 92, 97

==> Epoch: 30, Mean_loss of pinns: 7.194e-02, loss_BC: 0.000e+00, loss_IC: 7.194e-02, loss_f: 0.000e+00
 => minimum loss: 5.331e-02, corresponding pinn/batch index: 45
 => maximum loss: 9.218e-02, corresponding pinn/batch  index: 92
 => In : Number of pinns to train: 32
 => Out : Number of pinns above Threshold: 32
pinns above Threshold: 2, 7, 12, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 45, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 82, 87, 92, 97

==> Epoch: 40, Mean_loss of pinns: 7.037e-02, loss_BC: 0.000e+00, loss_IC: 7.037e-02, loss_f: 0.000e+00
 => minimum loss: 5.243e-02, corresponding pinn/batch index: 45
 => maximum loss: 8.933e-02, corresponding pinn/batch  index: 92
 => In : Number of pinns to train: 32
 => Out : Number of pinns above Threshold: 32
pinns above Threshold: 2, 7, 12, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 45, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 82, 87, 92, 97

==> Epoch: 50, Mean_loss of pinns: 6.895e-02, loss_BC: 0.000e+00, loss_IC: 6.895e-02, loss_f: 0.000e+00
 => minimum loss: 5.166e-02, corresponding pinn/batch index: 45
 => maximum loss: 8.716e-02, corresponding pinn/batch  index: 23
 => In : Number of pinns to train: 32
 => Out : Number of pinns above Threshold: 32
pinns above Threshold: 2, 7, 12, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 45, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 82, 87, 92, 97

 !!! Scipy optimize: !!! - Epoch:  51
Processes:  16
Number of pinns to optimize weights:  32
 !!! pinns to optimize ==> 2, 7, 12, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 45, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 82, 87, 92, 97


pinn: 7, Iter: 100, total_loss: 6.049e-02, loss_BC: 0.000e+00, loss_IC: 6.049e-02,loss_f: 0.000e+00
pinn: 73, Iter: 1200, total_loss: 2.162e-04, loss_BC: 0.000e+00, loss_IC: 2.162e-04,loss_f: 0.000e+00
pinn: 28, Iter: 2900, total_loss: 3.463e-06, loss_BC: 0.000e+00, loss_IC: 3.463e-06,loss_f: 0.000e+00
pinn: 72, Iter: 1300, total_loss: 2.191e-03, loss_BC: 0.000e+00, loss_IC: 2.191e-03,loss_f: 0.000e+00
pinn: 74, Iter: 1200, total_loss: 7.353e-04, loss_BC: 0.000e+00, loss_IC: 7.353e-04,loss_f: 0.000e+00
pinn: 27, Iter: 3000, total_loss: 3.986e-04, loss_BC: 0.000e+00, loss_IC: 3.986e-04,loss_f: 0.000e+00
pinn: 79, Iter: 100, total_loss: 6.825e-02, loss_BC: 0.000e+00, loss_IC: 6.825e-02,loss_f: 0.000e+00
pinn: 75, Iter: 1000, total_loss: 5.029e-04, loss_BC: 0.000e+00, loss_IC: 5.029e-04,loss_f: 0.000e+00
pinn: 22, Iter: 3000, total_loss: 3.972e-04, loss_BC: 0.000e+00, loss_IC: 3.972e-04,loss_f: 0.000e+00
pinn: 25, Iter: 3100, total_loss: 4.439e-05, loss_BC: 0.000e+00, loss_IC: 4.439e-05,loss_f: 0.000e+00
pinn: 78, Iter: 300, total_loss: 1.360e-04, loss_BC: 0.000e+00, loss_IC: 1.360e-04,loss_f: 0.000e+00
pinn: 21, Iter: 3000, total_loss: 8.233e-05, loss_BC: 0.000e+00, loss_IC: 8.233e-05,loss_f: 0.000e+00
pinn: 77, Iter: 400, total_loss: 5.827e-02, loss_BC: 0.000e+00, loss_IC: 5.827e-02,loss_f: 0.000e+00
pinn: 76, Iter: 700, total_loss: 3.714e-04, loss_BC: 0.000e+00, loss_IC: 3.714e-04,loss_f: 0.000e+00
pinn: 24, Iter: 3000, total_loss: 3.952e-04, loss_BC: 0.000e+00, loss_IC: 3.952e-04,loss_f: 0.000e+00
pinn: 26, Iter: 3000, total_loss: 7.716e-06, loss_BC: 0.000e+00, loss_IC: 7.716e-06,loss_f: 0.000e+00
pinn: 73, Iter: 1300, total_loss: 2.042e-04, loss_BC: 0.000e+00, loss_IC: 2.042e-04,loss_f: 0.000e+00
pinn: 70, Iter: 1800, total_loss: 9.312e-07, loss_BC: 0.000e+00, loss_IC: 9.312e-07,loss_f: 0.000e+00
pinn: 28, Iter: 3000, total_loss: 1.703e-06, loss_BC: 0.000e+00, loss_IC: 1.703e-06,loss_f: 0.000e+00
pinn: 72, Iter: 1400, total_loss: 1.524e-03, loss_BC: 0.000e+00, loss_IC: 1.524e-03,loss_f: 0.000e+00
pinn: 74, Iter: 1300, total_loss: 7.235e-04, loss_BC: 0.000e+00, loss_IC: 7.235e-04,loss_f: 0.000e+00
pinn: 27, Iter: 3100, total_loss: 3.755e-04, loss_BC: 0.000e+00, loss_IC: 3.755e-04,loss_f: 0.000e+00
pinn: 79, Iter: 200, total_loss: 1.417e-02, loss_BC: 0.000e+00, loss_IC: 1.417e-02,loss_f: 0.000e+00
pinn: 75, Iter: 1100, total_loss: 4.544e-04, loss_BC: 0.000e+00, loss_IC: 4.544e-04,loss_f: 0.000e+00
pinn: 22, Iter: 3100, total_loss: 3.856e-04, loss_BC: 0.000e+00, loss_IC: 3.856e-04,loss_f: 0.000e+00
pinn: 78, Iter: 400, total_loss: 1.079e-04, loss_BC: 0.000e+00, loss_IC: 1.079e-04,loss_f: 0.000e+00
pinn: 77, Iter: 500, total_loss: 9.790e-03, loss_BC: 0.000e+00, loss_IC: 9.790e-03,loss_f: 0.000e+00
pinn: 76, Iter: 800, total_loss: 3.599e-04, loss_BC: 0.000e+00, loss_IC: 3.599e-04,loss_f: 0.000e+00
pinn: 21, Iter: 3100, total_loss: 4.470e-05, loss_BC: 0.000e+00, loss_IC: 4.470e-05,loss_f: 0.000e+00
pinn: 24, Iter: 3100, total_loss: 3.808e-04, loss_BC: 0.000e+00, loss_IC: 3.808e-04,loss_f: 0.000e+00
pinn: 73, Iter: 1400, total_loss: 1.988e-04, loss_BC: 0.000e+00, loss_IC: 1.988e-04,loss_f: 0.000e+00
pinn: 26, Iter: 3100, total_loss: 8.598e-06, loss_BC: 0.000e+00, loss_IC: 8.598e-06,loss_f: 0.000e+00
pinn: 70, Iter: 1900, total_loss: 6.393e-07, loss_BC: 0.000e+00, loss_IC: 6.393e-07,loss_f: 0.000e+00
pinn: 72, Iter: 1500, total_loss: 1.409e-03, loss_BC: 0.000e+00, loss_IC: 1.409e-03,loss_f: 0.000e+00
pinn: 74, Iter: 1400, total_loss: 7.216e-04, loss_BC: 0.000e+00, loss_IC: 7.216e-04,loss_f: 0.000e+00
pinn: 79, Iter: 300, total_loss: 1.440e-03, loss_BC: 0.000e+00, loss_IC: 1.440e-03,loss_f: 0.000e+00
pinn: 82, Iter: 100, total_loss: 5.215e-02, loss_BC: 0.000e+00, loss_IC: 5.215e-02,loss_f: 0.000e+00
pinn: 27, Iter: 3200, total_loss: 3.636e-04, loss_BC: 0.000e+00, loss_IC: 3.636e-04,loss_f: 0.000e+00
pinn: 75, Iter: 1200, total_loss: 3.866e-04, loss_BC: 0.000e+00, loss_IC: 3.866e-04,loss_f: 0.000e+00
pinn: 22, Iter: 3200, total_loss: 3.631e-04, loss_BC: 0.000e+00, loss_IC: 3.631e-04,loss_f: 0.000e+00
pinn: 78, Iter: 500, total_loss: 5.428e-05, loss_BC: 0.000e+00, loss_IC: 5.428e-05,loss_f: 0.000e+00
pinn: 87, Iter: 100, total_loss: 6.190e-02, loss_BC: 0.000e+00, loss_IC: 6.190e-02,loss_f: 0.000e+00
pinn: 77, Iter: 600, total_loss: 8.516e-03, loss_BC: 0.000e+00, loss_IC: 8.516e-03,loss_f: 0.000e+00
pinn: 76, Iter: 900, total_loss: 3.527e-04, loss_BC: 0.000e+00, loss_IC: 3.527e-04,loss_f: 0.000e+00
pinn: 21, Iter: 3200, total_loss: 1.922e-05, loss_BC: 0.000e+00, loss_IC: 1.922e-05,loss_f: 0.000e+00
pinn: 73, Iter: 1500, total_loss: 1.944e-04, loss_BC: 0.000e+00, loss_IC: 1.944e-04,loss_f: 0.000e+00
pinn: 24, Iter: 3200, total_loss: 3.725e-04, loss_BC: 0.000e+00, loss_IC: 3.725e-04,loss_f: 0.000e+00
pinn: 26, Iter: 3200, total_loss: 5.057e-06, loss_BC: 0.000e+00, loss_IC: 5.057e-06,loss_f: 0.000e+00
pinn: 70, Iter: 2000, total_loss: 4.913e-07, loss_BC: 0.000e+00, loss_IC: 4.913e-07,loss_f: 0.000e+00
pinn: 79, Iter: 400, total_loss: 5.433e-04, loss_BC: 0.000e+00, loss_IC: 5.433e-04,loss_f: 0.000e+00
pinn: 72, Iter: 1600, total_loss: 1.117e-03, loss_BC: 0.000e+00, loss_IC: 1.117e-03,loss_f: 0.000e+00
pinn: 74, Iter: 1500, total_loss: 7.156e-04, loss_BC: 0.000e+00, loss_IC: 7.156e-04,loss_f: 0.000e+00
pinn: 82, Iter: 200, total_loss: 5.077e-02, loss_BC: 0.000e+00, loss_IC: 5.077e-02,loss_f: 0.000e+00
pinn: 75, Iter: 1300, total_loss: 3.659e-04, loss_BC: 0.000e+00, loss_IC: 3.659e-04,loss_f: 0.000e+00
pinn: 78, Iter: 600, total_loss: 2.385e-05, loss_BC: 0.000e+00, loss_IC: 2.385e-05,loss_f: 0.000e+00
pinn: 77, Iter: 700, total_loss: 6.762e-03, loss_BC: 0.000e+00, loss_IC: 6.762e-03,loss_f: 0.000e+00
pinn: 87, Iter: 200, total_loss: 1.347e-01, loss_BC: 0.000e+00, loss_IC: 1.347e-01,loss_f: 0.000e+00
pinn: 92, Iter: 100, total_loss: 3.209e-02, loss_BC: 0.000e+00, loss_IC: 3.209e-02,loss_f: 0.000e+00
pinn: 76, Iter: 1000, total_loss: 3.495e-04, loss_BC: 0.000e+00, loss_IC: 3.495e-04,loss_f: 0.000e+00
pinn: 24, Iter: 3300, total_loss: 3.647e-04, loss_BC: 0.000e+00, loss_IC: 3.647e-04,loss_f: 0.000e+00
pinn: 73, Iter: 1600, total_loss: 1.932e-04, loss_BC: 0.000e+00, loss_IC: 1.932e-04,loss_f: 0.000e+00
pinn: 26, Iter: 3300, total_loss: 2.462e-06, loss_BC: 0.000e+00, loss_IC: 2.462e-06,loss_f: 0.000e+00
pinn: 72, Iter: 1700, total_loss: 1.060e-03, loss_BC: 0.000e+00, loss_IC: 1.060e-03,loss_f: 0.000e+00
pinn: 79, Iter: 500, total_loss: 4.598e-04, loss_BC: 0.000e+00, loss_IC: 4.598e-04,loss_f: 0.000e+00
pinn: 97, Iter: 100, total_loss: 5.722e-02, loss_BC: 0.000e+00, loss_IC: 5.722e-02,loss_f: 0.000e+00
pinn: 74, Iter: 1600, total_loss: 7.091e-04, loss_BC: 0.000e+00, loss_IC: 7.091e-04,loss_f: 0.000e+00
pinn: 82, Iter: 300, total_loss: 2.601e-02, loss_BC: 0.000e+00, loss_IC: 2.601e-02,loss_f: 0.000e+00
pinn: 75, Iter: 1400, total_loss: 3.209e-04, loss_BC: 0.000e+00, loss_IC: 3.209e-04,loss_f: 0.000e+00
pinn: 78, Iter: 700, total_loss: 1.963e-05, loss_BC: 0.000e+00, loss_IC: 1.963e-05,loss_f: 0.000e+00
pinn: 77, Iter: 800, total_loss: 5.841e-03, loss_BC: 0.000e+00, loss_IC: 5.841e-03,loss_f: 0.000e+00
pinn: 92, Iter: 200, total_loss: 6.130e-04, loss_BC: 0.000e+00, loss_IC: 6.130e-04,loss_f: 0.000e+00
pinn: 87, Iter: 300, total_loss: 2.778e-02, loss_BC: 0.000e+00, loss_IC: 2.778e-02,loss_f: 0.000e+00
pinn: 76, Iter: 1100, total_loss: 3.297e-04, loss_BC: 0.000e+00, loss_IC: 3.297e-04,loss_f: 0.000e+00
pinn: 73, Iter: 1700, total_loss: 1.848e-04, loss_BC: 0.000e+00, loss_IC: 1.848e-04,loss_f: 0.000e+00
pinn: 79, Iter: 600, total_loss: 4.247e-04, loss_BC: 0.000e+00, loss_IC: 4.247e-04,loss_f: 0.000e+00
pinn: 97, Iter: 200, total_loss: 3.095e-03, loss_BC: 0.000e+00, loss_IC: 3.095e-03,loss_f: 0.000e+00
pinn: 72, Iter: 1800, total_loss: 9.909e-04, loss_BC: 0.000e+00, loss_IC: 9.909e-04,loss_f: 0.000e+00
pinn: 82, Iter: 400, total_loss: 4.395e-04, loss_BC: 0.000e+00, loss_IC: 4.395e-04,loss_f: 0.000e+00
pinn: 74, Iter: 1700, total_loss: 7.055e-04, loss_BC: 0.000e+00, loss_IC: 7.055e-04,loss_f: 0.000e+00
pinn: 75, Iter: 1500, total_loss: 3.040e-04, loss_BC: 0.000e+00, loss_IC: 3.040e-04,loss_f: 0.000e+00
pinn: 92, Iter: 300, total_loss: 3.998e-04, loss_BC: 0.000e+00, loss_IC: 3.998e-04,loss_f: 0.000e+00
pinn: 78, Iter: 800, total_loss: 1.931e-05, loss_BC: 0.000e+00, loss_IC: 1.931e-05,loss_f: 0.000e+00
pinn: 77, Iter: 900, total_loss: 5.205e-03, loss_BC: 0.000e+00, loss_IC: 5.205e-03,loss_f: 0.000e+00
pinn: 87, Iter: 400, total_loss: 1.338e-01, loss_BC: 0.000e+00, loss_IC: 1.338e-01,loss_f: 0.000e+00
pinn: 76, Iter: 1200, total_loss: 2.708e-04, loss_BC: 0.000e+00, loss_IC: 2.708e-04,loss_f: 0.000e+00
pinn: 73, Iter: 1800, total_loss: 1.693e-04, loss_BC: 0.000e+00, loss_IC: 1.693e-04,loss_f: 0.000e+00
pinn: 79, Iter: 700, total_loss: 4.185e-04, loss_BC: 0.000e+00, loss_IC: 4.185e-04,loss_f: 0.000e+00
pinn: 97, Iter: 300, total_loss: 2.443e-04, loss_BC: 0.000e+00, loss_IC: 2.443e-04,loss_f: 0.000e+00
pinn: 72, Iter: 1900, total_loss: 9.131e-04, loss_BC: 0.000e+00, loss_IC: 9.131e-04,loss_f: 0.000e+00
pinn: 82, Iter: 500, total_loss: 1.866e-04, loss_BC: 0.000e+00, loss_IC: 1.866e-04,loss_f: 0.000e+00
pinn: 74, Iter: 1800, total_loss: 6.881e-04, loss_BC: 0.000e+00, loss_IC: 6.881e-04,loss_f: 0.000e+00
pinn: 75, Iter: 1600, total_loss: 2.856e-04, loss_BC: 0.000e+00, loss_IC: 2.856e-04,loss_f: 0.000e+00
pinn: 92, Iter: 400, total_loss: 3.701e-04, loss_BC: 0.000e+00, loss_IC: 3.701e-04,loss_f: 0.000e+00
pinn: 78, Iter: 900, total_loss: 1.902e-05, loss_BC: 0.000e+00, loss_IC: 1.902e-05,loss_f: 0.000e+00
pinn: 77, Iter: 1000, total_loss: 3.765e-03, loss_BC: 0.000e+00, loss_IC: 3.765e-03,loss_f: 0.000e+00
pinn: 87, Iter: 500, total_loss: 8.267e-04, loss_BC: 0.000e+00, loss_IC: 8.267e-04,loss_f: 0.000e+00
pinn: 76, Iter: 1300, total_loss: 2.533e-04, loss_BC: 0.000e+00, loss_IC: 2.533e-04,loss_f: 0.000e+00
pinn: 97, Iter: 400, total_loss: 2.112e-04, loss_BC: 0.000e+00, loss_IC: 2.112e-04,loss_f: 0.000e+00
pinn: 79, Iter: 800, total_loss: 4.167e-04, loss_BC: 0.000e+00, loss_IC: 4.167e-04,loss_f: 0.000e+00
pinn: 73, Iter: 1900, total_loss: 1.634e-04, loss_BC: 0.000e+00, loss_IC: 1.634e-04,loss_f: 0.000e+00
pinn: 72, Iter: 2000, total_loss: 7.869e-04, loss_BC: 0.000e+00, loss_IC: 7.869e-04,loss_f: 0.000e+00
pinn: 82, Iter: 600, total_loss: 1.548e-04, loss_BC: 0.000e+00, loss_IC: 1.548e-04,loss_f: 0.000e+00
pinn: 74, Iter: 1900, total_loss: 6.638e-04, loss_BC: 0.000e+00, loss_IC: 6.638e-04,loss_f: 0.000e+00
pinn: 75, Iter: 1700, total_loss: 2.753e-04, loss_BC: 0.000e+00, loss_IC: 2.753e-04,loss_f: 0.000e+00
pinn: 92, Iter: 500, total_loss: 3.539e-04, loss_BC: 0.000e+00, loss_IC: 3.539e-04,loss_f: 0.000e+00
pinn: 78, Iter: 1000, total_loss: 1.788e-05, loss_BC: 0.000e+00, loss_IC: 1.788e-05,loss_f: 0.000e+00
pinn: 87, Iter: 600, total_loss: 5.899e-04, loss_BC: 0.000e+00, loss_IC: 5.899e-04,loss_f: 0.000e+00
pinn: 77, Iter: 1100, total_loss: 3.281e-03, loss_BC: 0.000e+00, loss_IC: 3.281e-03,loss_f: 0.000e+00
pinn: 76, Iter: 1400, total_loss: 2.257e-04, loss_BC: 0.000e+00, loss_IC: 2.257e-04,loss_f: 0.000e+00
pinn: 97, Iter: 500, total_loss: 2.072e-04, loss_BC: 0.000e+00, loss_IC: 2.072e-04,loss_f: 0.000e+00
pinn: 79, Iter: 900, total_loss: 4.062e-04, loss_BC: 0.000e+00, loss_IC: 4.062e-04,loss_f: 0.000e+00
pinn: 73, Iter: 2000, total_loss: 1.290e-04, loss_BC: 0.000e+00, loss_IC: 1.290e-04,loss_f: 0.000e+00
pinn: 82, Iter: 700, total_loss: 1.483e-04, loss_BC: 0.000e+00, loss_IC: 1.483e-04,loss_f: 0.000e+00
pinn: 72, Iter: 2100, total_loss: 7.047e-04, loss_BC: 0.000e+00, loss_IC: 7.047e-04,loss_f: 0.000e+00
pinn: 74, Iter: 2000, total_loss: 6.624e-04, loss_BC: 0.000e+00, loss_IC: 6.624e-04,loss_f: 0.000e+00
pinn: 75, Iter: 1800, total_loss: 2.654e-04, loss_BC: 0.000e+00, loss_IC: 2.654e-04,loss_f: 0.000e+00
pinn: 92, Iter: 600, total_loss: 3.503e-04, loss_BC: 0.000e+00, loss_IC: 3.503e-04,loss_f: 0.000e+00
pinn: 78, Iter: 1100, total_loss: 1.666e-05, loss_BC: 0.000e+00, loss_IC: 1.666e-05,loss_f: 0.000e+00
pinn: 77, Iter: 1200, total_loss: 2.767e-03, loss_BC: 0.000e+00, loss_IC: 2.767e-03,loss_f: 0.000e+00
pinn: 87, Iter: 700, total_loss: 4.398e-04, loss_BC: 0.000e+00, loss_IC: 4.398e-04,loss_f: 0.000e+00
pinn: 76, Iter: 1500, total_loss: 1.922e-04, loss_BC: 0.000e+00, loss_IC: 1.922e-04,loss_f: 0.000e+00
pinn: 97, Iter: 600, total_loss: 1.989e-04, loss_BC: 0.000e+00, loss_IC: 1.989e-04,loss_f: 0.000e+00
pinn: 79, Iter: 1000, total_loss: 3.947e-04, loss_BC: 0.000e+00, loss_IC: 3.947e-04,loss_f: 0.000e+00
pinn: 73, Iter: 2100, total_loss: 1.072e-04, loss_BC: 0.000e+00, loss_IC: 1.072e-04,loss_f: 0.000e+00
pinn: 74, Iter: 2100, total_loss: 6.603e-04, loss_BC: 0.000e+00, loss_IC: 6.603e-04,loss_f: 0.000e+00
pinn: 72, Iter: 2200, total_loss: 6.313e-04, loss_BC: 0.000e+00, loss_IC: 6.313e-04,loss_f: 0.000e+00
pinn: 82, Iter: 800, total_loss: 1.381e-04, loss_BC: 0.000e+00, loss_IC: 1.381e-04,loss_f: 0.000e+00
pinn: 75, Iter: 1900, total_loss: 2.572e-04, loss_BC: 0.000e+00, loss_IC: 2.572e-04,loss_f: 0.000e+00
pinn: 92, Iter: 700, total_loss: 3.483e-04, loss_BC: 0.000e+00, loss_IC: 3.483e-04,loss_f: 0.000e+00
pinn: 77, Iter: 1300, total_loss: 2.355e-03, loss_BC: 0.000e+00, loss_IC: 2.355e-03,loss_f: 0.000e+00
pinn: 87, Iter: 800, total_loss: 4.167e-04, loss_BC: 0.000e+00, loss_IC: 4.167e-04,loss_f: 0.000e+00
pinn: 76, Iter: 1600, total_loss: 1.919e-04, loss_BC: 0.000e+00, loss_IC: 1.919e-04,loss_f: 0.000e+00
pinn: 97, Iter: 700, total_loss: 1.938e-04, loss_BC: 0.000e+00, loss_IC: 1.938e-04,loss_f: 0.000e+00
pinn: 79, Iter: 1100, total_loss: 3.910e-04, loss_BC: 0.000e+00, loss_IC: 3.910e-04,loss_f: 0.000e+00
pinn: 73, Iter: 2200, total_loss: 7.908e-05, loss_BC: 0.000e+00, loss_IC: 7.908e-05,loss_f: 0.000e+00
pinn: 82, Iter: 900, total_loss: 1.363e-04, loss_BC: 0.000e+00, loss_IC: 1.363e-04,loss_f: 0.000e+00
pinn: 74, Iter: 2200, total_loss: 6.590e-04, loss_BC: 0.000e+00, loss_IC: 6.590e-04,loss_f: 0.000e+00
pinn: 72, Iter: 2300, total_loss: 5.267e-04, loss_BC: 0.000e+00, loss_IC: 5.267e-04,loss_f: 0.000e+00
pinn: 75, Iter: 2000, total_loss: 2.488e-04, loss_BC: 0.000e+00, loss_IC: 2.488e-04,loss_f: 0.000e+00
pinn: 92, Iter: 800, total_loss: 3.381e-04, loss_BC: 0.000e+00, loss_IC: 3.381e-04,loss_f: 0.000e+00
pinn: 77, Iter: 1400, total_loss: 1.952e-03, loss_BC: 0.000e+00, loss_IC: 1.952e-03,loss_f: 0.000e+00
pinn: 87, Iter: 900, total_loss: 3.816e-04, loss_BC: 0.000e+00, loss_IC: 3.816e-04,loss_f: 0.000e+00
pinn: 76, Iter: 1700, total_loss: 1.741e-04, loss_BC: 0.000e+00, loss_IC: 1.741e-04,loss_f: 0.000e+00
pinn: 97, Iter: 800, total_loss: 1.923e-04, loss_BC: 0.000e+00, loss_IC: 1.923e-04,loss_f: 0.000e+00
pinn: 79, Iter: 1200, total_loss: 3.869e-04, loss_BC: 0.000e+00, loss_IC: 3.869e-04,loss_f: 0.000e+00
pinn: 73, Iter: 2300, total_loss: 2.520e-05, loss_BC: 0.000e+00, loss_IC: 2.520e-05,loss_f: 0.000e+00
pinn: 74, Iter: 2300, total_loss: 6.549e-04, loss_BC: 0.000e+00, loss_IC: 6.549e-04,loss_f: 0.000e+00
pinn: 82, Iter: 1000, total_loss: 1.360e-04, loss_BC: 0.000e+00, loss_IC: 1.360e-04,loss_f: 0.000e+00
pinn: 72, Iter: 2400, total_loss: 4.957e-04, loss_BC: 0.000e+00, loss_IC: 4.957e-04,loss_f: 0.000e+00
pinn: 75, Iter: 2100, total_loss: 2.242e-04, loss_BC: 0.000e+00, loss_IC: 2.242e-04,loss_f: 0.000e+00
pinn: 92, Iter: 900, total_loss: 3.321e-04, loss_BC: 0.000e+00, loss_IC: 3.321e-04,loss_f: 0.000e+00
pinn: 77, Iter: 1500, total_loss: 1.766e-03, loss_BC: 0.000e+00, loss_IC: 1.766e-03,loss_f: 0.000e+00
pinn: 87, Iter: 1000, total_loss: 3.673e-04, loss_BC: 0.000e+00, loss_IC: 3.673e-04,loss_f: 0.000e+00
pinn: 97, Iter: 900, total_loss: 1.885e-04, loss_BC: 0.000e+00, loss_IC: 1.885e-04,loss_f: 0.000e+00
pinn: 76, Iter: 1800, total_loss: 1.675e-04, loss_BC: 0.000e+00, loss_IC: 1.675e-04,loss_f: 0.000e+00
pinn: 73, Iter: 2400, total_loss: 1.649e-05, loss_BC: 0.000e+00, loss_IC: 1.649e-05,loss_f: 0.000e+00
pinn: 79, Iter: 1300, total_loss: 3.834e-04, loss_BC: 0.000e+00, loss_IC: 3.834e-04,loss_f: 0.000e+00
pinn: 82, Iter: 1100, total_loss: 1.351e-04, loss_BC: 0.000e+00, loss_IC: 1.351e-04,loss_f: 0.000e+00
pinn: 74, Iter: 2400, total_loss: 6.519e-04, loss_BC: 0.000e+00, loss_IC: 6.519e-04,loss_f: 0.000e+00
pinn: 72, Iter: 2500, total_loss: 4.393e-04, loss_BC: 0.000e+00, loss_IC: 4.393e-04,loss_f: 0.000e+00
pinn: 75, Iter: 2200, total_loss: 2.118e-04, loss_BC: 0.000e+00, loss_IC: 2.118e-04,loss_f: 0.000e+00
pinn: 92, Iter: 1000, total_loss: 3.300e-04, loss_BC: 0.000e+00, loss_IC: 3.300e-04,loss_f: 0.000e+00
